Top_B,Jun_B,Mid_B,ADC_B,Sup_B,Top_R,Jun_R,Mid_R,ADC_R,Sup_R,Top_B_Gold,Jun_B_Gold,Mid_B_Gold,ADC_B_Gold,Sup_B_Gold,Top_R_Gold,Jun_R_Gold,Mid_R_Gold,ADC_R_Gold,Sup_R_Gold,Top_B_Damage,Jun_B_Damage,Mid_B_Damage,ADC_B_Damage,Sup_B_Damage,Top_R_Damage,Jun_R_Damage,Mid_R_Damage,ADC_R_Damage,Sup_R_Damage
Flame,Xmithie,Pobelter,Cody Sun,Olleh,Rascal,Cuzz,Bdd,PraY,GorillA,17952,14446,21195,20337,14642,21708,16616,21874,26584,18462,20863,6948,35694,39952,6809,20098,13788,29525,76791,6025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archie,Levi,Optimus,Noway,Sya,sOAZ,Broxah,Caps,Rekkles,Jesiz,9282,8549,9946,10584,8057,12039,11790,13810,15769,11596,7961,4184,17358,9902,3807,10577,7789,20271,14949,3518
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archie,Levi,Optimus,Noway,Sya,Khan,Cuzz,Bdd,PraY,GorillA,16093,16574,18220,20994,14372,21345,15709,21306,21901,16377,11952,18450,39732,40675,12384,24717,15277,30963,37635,7299
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sOAZ,Broxah,Caps,Rekkles,Jesiz,Flame,Xmithie,Pobelter,Cody Sun,Olleh,12764,13206,13644,17975,13409,12220,12948,13508,17948,11973,9655,8991,18062,23382,3229,16193,18548,18647,29720,4125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khan,Cuzz,Bdd,PraY,GorillA,sOAZ,Broxah,Caps,Rekkles,Jesiz,14397,10669,14427,14376,11847,10720,9362,11710,12081,9377,20869,4436,12860,21720,4598,6940,4933,16976,9670,2231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flame,Xmithie,Pobelter,Cody Sun,Olleh,Archie,Levi,Optimus,Noway,Sya,10948,8932,10552,13577,10559,13725,13110,14603,15043,10605,13808,6472,12138,17899,2067,18684,16103,26079,17028,2172
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LetMe,Mlxg,xiaohu,Uzi,Ming,Expect,Trick,Perkz,Zven,Mithy,14791,13294,18353,20966,14618,15349,13543,17792,18533,13434,15486,7886,15420,39697,1942,12029,2688,16098,28002,1686
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thaldrin,Crash,Frozen,padden,Japone,CuVee,Haru,Crown,Ruler,CoreJJ,17050,16213,20511,20818,14364,20392,16656,16995,21359,13391,17277,11235,19757,26923,2287,17034,19335,32658,49018,7597
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sOAZ,Broxah,Caps,Rekkles,Jesiz,Khan,Cuzz,Bdd,PraY,GorillA,6369,5657,7195,6861,4700,9374,7059,8432,9195,6973,7702,2728,3886,4668,1294,8778,4523,6293,9947,633
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archie,Levi,Optimus,Noway,Nevan,Flame,Xmithie,Pobelter,Cody Sun,Olleh,13333,13334,15999,14333,11317,16582,13184,15860,19946,14315,13086,15959,18277,20608,4129,16515,10533,29496,25555,6282
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alphari,Maxlore,PowerOfEvil,Hans sama,IgNar,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost,15104,14087,16075,21216,14424,18049,12652,15689,16583,12640,13651,13251,32167,54814,2709,24927,6669,24230,22685,9281
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,Condi,xiye,Mystic,Ben,MMD,Karsa,Maple,Betty,SwordArt,13048,11214,13007,15339,12359,10673,9603,11337,12252,8305,24009,9422,14473,32614,3003,8892,6885,20050,14027,2266
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impact,Contractz,Jensen,Sneaky,Smoothie,Mouse,ClearLove,Scout,iBOY,meiko,15688,15109,18325,17007,13261,12458,10686,13880,15526,10364,12977,19460,28271,27556,3241,11581,4553,20362,15574,2941
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huni,Peanut,Faker,Bang,Wolf,Ziv,Mountain,Chawy,An,Albis,15432,12583,15257,17898,12621,11800,11796,14316,15858,11471,20211,8181,17720,22822,3163,16259,6310,18699,26893,2544
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuVee,Ambition,Crown,Ruler,CoreJJ,LetMe,Mlxg,xiaohu,Uzi,Ming,9308,8440,9838,10005,7099,9820,9647,12589,13801,9533,5700,2555,3544,2700,1528,7773,6038,11547,16764,1918
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expect,Trick,Perkz,Zven,Mithy,Thaldrin,Crash,Frozen,padden,Japone,14085,10341,14174,15156,10707,10309,8590,10669,11650,7596,11086,7861,19848,23198,1920,7957,3100,10491,9797,1567
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMD,Karsa,Maple,Betty,SwordArt,Alphari,Maxlore,PowerOfEvil,Hans sama,IgNar,13200,13228,18132,19312,11986,20882,16420,20552,20778,15613,10909,7121,30413,31268,3340,16832,10742,25695,31606,1837
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost,957,Condi,xiye,Mystic,Ben,14089,10851,15847,14570,9798,10712,9491,13199,13815,8404,11297,6070,22766,11362,3665,10885,5291,14096,20291,745
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouse,ClearLove,Scout,iBOY,meiko,Huni,Peanut,Faker,Bang,Wolf,14627,13498,17921,19579,15008,17019,14393,18982,20240,15353,34632,8378,40379,45547,3874,15789,9507,25666,38091,4896
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ziv,Mountain,westdoor,An,Albis,Impact,Contractz,Jensen,Sneaky,Smoothie,9185,9307,10481,10739,7586,11512,11337,14032,14790,11036,9292,4358,9352,9417,1345,11786,19783,10442,14305,992
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khan,Cuzz,Bdd,PraY,GorillA,Archie,Levi,Optimus,Noway,Nevan,10984,9380,11106,11298,7860,6385,7027,6874,8118,4737,11361,7780,9863,11605,2662,3761,4728,8213,6801,3225
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flame,Xmithie,Pobelter,Cody Sun,Olleh,sOAZ,Broxah,Caps,Rekkles,Jesiz,17641,14747,18890,20407,16546,14705,15098,20055,24363,16045,28857,7480,24900,35472,2740,6836,5554,16918,30018,2985
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,Condi,xiye,Mystic,Ben,Alphari,Maxlore,PowerOfEvil,Hans sama,IgNar,10313,9316,12113,13224,8842,9292,8331,10104,9084,6219,7432,3692,14432,21606,1134,12469,3361,12658,9003,2135
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMD,Karsa,Maple,Betty,SwordArt,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost,16587,16581,23009,22530,16604,20667,15994,21746,25010,16062,16580,13281,42795,39731,2854,50467,11136,46258,68550,3714
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouse,ClearLove,Scout,iBOY,meiko,Ziv,Mountain,westdoor,An,Albis,21881,17508,23773,23428,17674,19263,17335,22858,26000,18817,12949,10129,39670,62194,7399,19423,9168,48005,46275,4641
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huni,Peanut,Faker,Bang,Wolf,Impact,Contractz,Jensen,Sneaky,Smoothie,11095,9583,12661,12572,9851,8333,8365,9693,9320,6780,11849,4889,16195,18360,2068,10895,8819,11369,14236,1977
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sOAZ,Broxah,Caps,Rekkles,Jesiz,Archie,Levi,Optimus,Noway,Nevan,6968,7795,9700,10036,7190,7988,11138,9094,13737,8454,4814,5694,8706,14076,2408,4842,8317,10560,22279,4185
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khan,Cuzz,Bdd,PraY,GorillA,Flame,Xmithie,Pobelter,Cody Sun,Olleh,11914,10228,13161,14451,9407,10016,9698,11573,10683,8498,9902,5222,14156,19510,2784,7299,13082,11853,5712,5684
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expect,Trick,Perkz,Zven,Mithy,CuVee,Ambition,Crown,Ruler,CoreJJ,10453,8185,10504,9860,6016,11782,9624,12763,12185,8854,9820,3253,10912,13665,2815,15566,3240,16078,10552,2374
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LetMe,Mlxg,xiaohu,Uzi,Ming,Thaldrin,Crash,Frozen,padden,Japone,15495,14151,16572,17568,13347,12439,12480,14944,15968,9845,20166,16362,19148,25549,2955,16785,9474,20221,25393,2447
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huni,Peanut,Faker,Bang,Wolf,Expect,Trick,Perkz,Zven,Mithy,17374,17243,17569,17468,11771,13390,11021,15864,14421,8937,14071,11383,21162,32959,17050,14341,6163,21189,10893,2837
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expect,Trick,Perkz,Zven,Mithy,Huni,Peanut,Faker,Bang,Wolf,14859,10951,13376,14217,8552,10384,9608,10954,10741,7359,19576,8227,14842,22413,3864,18978,4834,15672,16835,4629
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huni,Peanut,Faker,Bang,Wolf,Expect,Trick,Perkz,Zven,Mithy,14980,13658,15403,15835,10257,11413,11514,13462,14006,8536,29956,13039,20634,24386,10214,10192,10482,14827,13900,8086
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expect,Trick,Perkz,Zven,Mithy,Huni,Peanut,Faker,Bang,Wolf,10964,9537,12385,11399,7202,13908,15392,15760,14011,10187,16602,11865,18620,21591,6446,15095,15063,25092,22781,5069
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,Condi,xiye,Mystic,Ben,Expect,Trick,Perkz,Zven,Mithy,15428,14003,16916,18796,12904,16775,13984,20343,16163,11222,19868,8605,23713,34832,17844,34696,20969,49595,19596,3528
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expect,Trick,Perkz,Zven,Mithy,957,Condi,xiye,Mystic,Ben,13796,14096,18035,16946,10810,12263,11103,13853,13768,8336,13787,15131,27279,17962,6041,15753,7829,18236,23296,3542
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,Condi,xiye,Mystic,Zero,Expect,Trick,Perkz,Zven,Mithy,16403,14609,16724,18570,11291,12183,13066,13245,16145,8093,15232,16543,37073,33707,8305,16942,15181,16086,20498,5057
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expect,Trick,Perkz,Zven,Mithy,957,Condi,xiye,Mystic,Zero,14365,13674,14903,15737,9090,13290,10895,13934,13687,8136,15231,18412,22018,16307,7074,10880,3617,10439,16083,2531
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huni,Peanut,Faker,Bang,Wolf,MMD,Karsa,Maple,Betty,SwordArt,12437,10596,11626,13341,8012,10455,10779,11397,10401,7130,8427,3737,15547,24230,2923,9755,7021,9962,16960,7558
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMD,Karsa,Maple,Betty,SwordArt,Huni,Peanut,Faker,Bang,Wolf,8376,8079,8165,9255,5572,12098,10263,12522,11804,8185,4797,4249,7424,8861,3908,14474,3130,13258,12556,4582
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huni,Peanut,Faker,Bang,Wolf,MMD,Karsa,Maple,Betty,SwordArt,11680,11480,14026,12293,8512,9910,7961,9926,9178,6150,14875,10509,14630,23147,5547,14107,3672,8824,10703,7034
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMD,Karsa,Maple,Betty,SwordArt,Hauntzer,Svenskeren,Bjergsen,WildTurtle,Biofrost,14430,14390,16689,16546,10095,11706,11192,13394,12234,7788,16773,8441,24819,18599,2947,11731,9323,17409,16893,2888
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huni,Peanut,Faker,Bang,Wolf,957,Condi,xiye,Mystic,Zero,13749,12911,14318,14007,9052,15350,13179,18587,16626,11425,16715,7691,22253,19634,3781,11583,11452,22863,24383,19230
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMD,Karsa,Maple,Betty,SwordArt,Stark,Levi,Optimus,Slay,Archie,11981,12239,12665,13690,9255,9460,9264,10230,12104,7071,9215,11815,17660,21260,6668,8603,7213,11050,10471,4200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hauntzer,Svenskeren,Bjergsen,WildTurtle,Biofrost,Expect,Trick,Perkz,Zven,Mithy,18515,14882,19334,19821,13769,16810,16123,20616,22700,12053,36503,8573,32575,31429,27528,15532,5795,23776,26027,4534
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,Condi,xiye,Mystic,Ben,Stark,Levi,Optimus,Slay,Archie,11124,9874,11532,14503,8751,9134,9135,10203,9728,6275,10024,1957,15917,16227,9192,7168,8480,10221,9484,4555
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hauntzer,Svenskeren,Bjergsen,WildTurtle,Biofrost,MMD,Karsa,Maple,Betty,SwordArt,20779,18592,20315,21924,14092,20927,18088,22749,21874,15269,18501,21584,27499,19008,6012,17215,9104,19869,26074,21884
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huni,Peanut,Faker,Bang,Wolf,Expect,Trick,Perkz,Zven,Mithy,12875,12125,14883,12336,8117,9543,8410,9732,9565,6731,13864,10909,19071,14261,4423,7370,8692,15788,14281,5392
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMD,Karsa,Maple,Betty,SwordArt,957,Condi,xiye,Mystic,Ben,12786,11839,12423,12920,8315,14207,12658,14576,15573,9432,12823,16122,19923,19510,5018,11973,7326,10420,28221,9345
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hauntzer,Svenskeren,Bjergsen,WildTurtle,Biofrost,Huni,Peanut,Faker,Bang,Wolf,11584,9150,12390,11764,7019,15824,15271,16075,14212,9645,14021,4932,9363,12871,5864,23432,12775,15751,15790,4842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expect,Trick,Perkz,Zven,Mithy,Stark,Levi,Optimus,Slay,Archie,15229,14568,15930,15023,10500,15703,15920,17026,16932,10700,12196,22303,20913,22750,13750,15357,17995,25466,26184,8261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMD,Karsa,Maple,Betty,SwordArt,Huni,Peanut,Faker,Bang,Wolf,15168,13007,17286,16066,10230,13570,11826,13634,14236,8107,8806,8066,19668,8477,6509,11129,5364,5465,7762,3321
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hauntzer,Svenskeren,Bjergsen,WildTurtle,Biofrost,Stark,Levi,Optimus,Slay,Archie,12614,10451,13426,12613,9429,10092,10517,9300,10941,7351,13949,4524,15897,11593,5235,7366,16071,6977,8370,7056
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,Condi,xiye,Mystic,Ben,Expect,Trick,Perkz,Zven,Mithy,12755,11701,13520,13763,8911,9509,8473,10466,9904,5996,16635,8923,20383,16527,8865,8981,8371,15101,11878,1970
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,Condi,xiye,Mystic,Ben,Hauntzer,Svenskeren,Bjergsen,WildTurtle,Biofrost,14568,14668,15788,16193,11583,11935,10698,14520,12807,8850,18450,12407,25752,22341,7893,18888,16929,18829,17342,4312
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stark,Levi,Optimus,Slay,Archie,Huni,Peanut,Faker,Bang,Wolf,7335,9609,9543,8745,6181,12920,13619,13620,13322,10055,8283,13782,11103,9815,8068,11387,14638,18625,16676,5712
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expect,Trick,Perkz,Zven,Mithy,MMD,Karsa,Maple,Betty,SwordArt,12994,11611,13522,12238,8385,7909,8056,8801,8604,5560,18745,11429,16408,7958,3060,7504,3768,7286,5640,5212
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stark,Levi,Optimus,Slay,Archie,957,Condi,xiye,Mystic,Ben,12832,14881,13778,14016,10200,10419,10326,11161,11068,7019,14315,19857,13692,21886,13049,10726,13114,18778,17599,4700
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huni,Peanut,Faker,Bang,Wolf,MMD,Karsa,Maple,Betty,SwordArt,16342,12908,15428,15846,10238,11456,12008,13156,12982,7823,12348,4072,10351,17239,3921,5229,8742,10068,7335,3801
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expect,Trick,Perkz,Zven,Mithy,Hauntzer,Svenskeren,Bjergsen,WildTurtle,Biofrost,16425,15508,21049,21843,12791,22896,18676,21061,19444,13966,12640,9430,28878,30561,5779,47661,26999,38752,23953,6328
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,Condi,xiye,Mystic,Ben,Huni,Peanut,Faker,Bang,Wolf,11047,11047,11510,14019,8270,15685,11809,15488,15357,10115,8364,13937,15847,19704,7340,28530,6617,16700,22285,6785
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stark,Levi,Optimus,Slay,Archie,Expect,Trick,Perkz,Zven,Mithy,15318,15623,16212,15733,11639,16864,14818,17560,19280,10220,17889,19927,26985,27179,12742,22784,11653,27676,26817,4084
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMD,Karsa,Maple,Betty,SwordArt,Hauntzer,Svenskeren,Bjergsen,WildTurtle,Biofrost,12320,14885,15508,16070,9477,13541,10731,13024,12862,8307,18262,16212,13627,23769,3471,12055,4942,14044,10195,3492
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expect,Trick,Perkz,Zven,Mithy,957,Condi,xiye,Mystic,Ben,9164,8469,9479,9311,5718,11593,12079,10983,12457,8029,6827,5522,11945,9195,2901,6721,10475,12782,14515,8006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stark,Levi,Optimus,Slay,Archie,MMD,Karsa,Maple,Betty,SwordArt,11889,14134,14371,15146,9425,13484,12734,15323,16777,9999,12924,21217,23623,16895,5493,8191,17525,19698,31712,3844
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huni,Peanut,Faker,Bang,Wolf,Hauntzer,Svenskeren,Bjergsen,WildTurtle,Biofrost,13858,13168,14695,13193,8862,10087,7356,9641,9664,6227,20855,10854,17854,20076,4520,9254,5953,7811,10415,3990
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hauntzer,Svenskeren,Bjergsen,WildTurtle,Biofrost,957,Condi,xiye,Mystic,Ben,18241,13671,16446,16062,9926,12126,11560,14121,16843,8809,15422,7636,15953,18276,2079,10820,7962,20831,12601,3648
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huni,Peanut,Faker,Bang,Wolf,Stark,Levi,Optimus,Slay,Archie,12216,12371,13526,12169,7980,9876,9597,9374,8757,5900,14117,13157,16553,12445,5021,17462,14146,12422,8787,6576
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMD,Karsa,Maple,Betty,SwordArt,Expect,Trick,Perkz,Zven,Mithy,16696,16480,18349,18854,11266,16270,13469,17943,20086,10318,14713,9635,26789,28936,6146,17818,6228,25240,53687,5830
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stark,Levi,Optimus,Slay,Archie,Hauntzer,Svenskeren,Bjergsen,WildTurtle,Biofrost,13366,13417,16568,15203,10479,12419,11418,13032,13254,9100,14126,11830,25058,17139,8292,13796,18806,12857,26298,5552
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,Condi,xiye,Mystic,Ben,MMD,Karsa,Maple,Betty,SwordArt,14515,11433,13537,12399,7840,10207,9420,11196,10074,7205,11567,5961,14974,12906,5026,14669,11847,8689,11470,8652
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expect,Trick,Perkz,Zven,Mithy,Huni,Peanut,Faker,Bang,Wolf,15763,12471,15619,17731,10234,18662,17941,18599,17370,13569,10150,5347,15412,23120,13770,27464,11958,25881,17767,20110
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuVee,Ambition,Crown,Ruler,CoreJJ,Duke,bengi,Faker,Bang,Wolf,18454,17829,23131,22723,15289,22195,20120,24806,22827,14761,30336,11928,37885,38294,30382,24734,19377,38090,37018,8017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke,bengi,Faker,Bang,Wolf,CuVee,Ambition,Crown,Ruler,CoreJJ,13055,12414,15655,14291,9079,9850,9579,10699,10268,6927,10747,10520,13973,18242,5133,9037,10785,5694,10812,6295
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuVee,Ambition,Crown,Ruler,CoreJJ,Duke,bengi,Faker,Bang,Wolf,24235,24535,25234,28820,22436,27247,22309,30956,27775,17652,35802,24846,52783,100001,76683,43626,39791,65490,104952,15163
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke,blank,Faker,Bang,Wolf,CuVee,Ambition,Crown,Ruler,CoreJJ,15908,14725,17315,20621,10875,18401,16047,19290,20724,13555,15249,17603,20137,26493,5959,35406,20871,41382,42404,11108
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuVee,Ambition,Crown,Ruler,CoreJJ,Duke,bengi,Faker,Bang,Wolf,15943,15938,18094,19000,12012,20930,17025,24505,21649,14065,15114,18821,16829,41138,6043,17951,14308,46385,32501,8513
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuVee,Ambition,Crown,Ruler,CoreJJ,Odoamne,Jankos,Ryu,FORG1VEN,VandeR,17683,16897,17607,16576,12642,14334,12640,13086,16143,9418,19060,15480,21846,12284,16190,30306,17090,8843,18860,10057
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odoamne,Jankos,Ryu,FORG1VEN,VandeR,CuVee,Ambition,Crown,Ruler,CoreJJ,12175,11965,12914,13483,8020,16834,14490,15391,14816,10996,21875,13216,10684,20986,4577,26087,13862,19661,19115,13519
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuVee,Ambition,Crown,Ruler,CoreJJ,Odoamne,Jankos,Ryu,FORG1VEN,VandeR,11293,11166,12597,11767,8422,8586,7990,8518,9604,6129,11944,8839,22872,16457,9642,9369,8823,8935,12755,5640
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smeb,Peanut,kurO,PraY,GorillA,Duke,bengi,Faker,Bang,Wolf,15101,13665,16535,17425,9977,18957,15213,18755,19293,12896,23775,10680,21680,19731,4033,11994,10830,20558,17336,17013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke,blank,Faker,Bang,Wolf,Smeb,Peanut,kurO,PraY,GorillA,12781,10906,14752,11815,8735,15173,12439,13057,15912,10777,11843,8362,16999,12263,11114,24069,13221,13796,17969,12547
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smeb,Peanut,kurO,PraY,GorillA,Duke,blank,Faker,Bang,Wolf,15016,15407,16282,18820,13751,14484,12538,14931,15317,9623,28097,12017,26971,25647,17507,11630,12544,16999,17398,11806
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke,bengi,Faker,Bang,Wolf,Smeb,Peanut,kurO,PraY,GorillA,17274,18001,18278,18376,12059,13519,13027,14696,15373,10844,10102,24721,21732,36215,6412,14749,9660,22691,14249,19526
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smeb,Peanut,kurO,PraY,GorillA,Duke,bengi,Faker,Bang,Wolf,15554,13210,14594,13537,10150,17349,15518,18982,20188,11810,30948,15722,20231,22744,14106,13438,10686,24211,26544,6945
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odoamne,Jankos,Ryu,FORG1VEN,VandeR,Smurf,PvPStejos,Kira,aMiracle,Likkrit,16605,13664,14938,15427,11429,10919,9675,12792,12312,8434,26633,10883,26514,21990,18595,16066,12039,23987,18618,7496
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smurf,PvPStejos,Kira,aMiracle,Likkrit,Odoamne,Jankos,Ryu,FORG1VEN,VandeR,6592,5863,7620,6903,4937,12014,9816,9370,10762,7251,6370,3466,9575,6584,2799,12956,5044,7245,7465,10203
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odoamne,Jankos,Ryu,FORG1VEN,VandeR,Smurf,PvPStejos,Kira,aMiracle,Likkrit,14884,12518,14685,15789,9825,10762,10006,11478,12523,8626,17131,11297,24886,19911,16421,13239,8514,15145,15475,6448
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smeb,Peanut,kurO,PraY,GorillA,Koro1,ClearLove,Scout,Deft,meiko,14962,13884,15137,16381,10143,11444,10348,12605,12282,7591,22806,7178,20992,19220,10767,13728,5409,11540,31669,6938
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koro1,ClearLove,Scout,Deft,meiko,Smeb,Peanut,kurO,PraY,GorillA,7753,7455,8717,7459,5937,11142,10531,11402,13101,8342,10989,5358,8540,8815,3810,7684,6618,15967,10574,10878
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smeb,Peanut,kurO,PraY,GorillA,Koro1,ClearLove,Scout,Deft,meiko,13401,11507,12918,12217,9035,13842,12942,14560,17916,10268,12247,6996,20919,16865,13836,17063,9167,19329,31727,4818
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koro1,ClearLove,Scout,Deft,meiko,Smeb,Peanut,kurO,PraY,GorillA,10021,9306,10495,11022,7280,13143,14120,13600,13751,9720,11289,4396,16007,12011,4209,15480,15429,7539,18795,7453
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke,bengi,Faker,Bang,Wolf,Looper,Mlxg,xiaohu,Uzi,Mata,16996,13775,18199,19473,11386,20281,17110,18551,20015,13130,9862,8827,35753,42270,9981,27305,9739,24369,27517,19452
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Looper,Mlxg,xiaohu,Uzi,Mata,Duke,blank,Faker,Bang,Wolf,14775,12386,14984,15106,9363,17526,17422,18983,17688,14413,13228,8878,14038,20856,5477,25222,10044,29702,21985,14793
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke,blank,Faker,Bang,Wolf,Looper,Mlxg,xiaohu,Uzi,Mata,14096,13355,14424,14776,9968,10820,8577,9363,9845,7411,21328,8835,22300,24712,6000,16355,7582,11051,13074,8158
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Looper,Mlxg,xiaohu,Uzi,Mata,Duke,blank,Faker,Bang,Wolf,10035,9515,10302,11238,7413,13652,12329,14003,13882,9332,14223,10083,10764,12288,6532,15677,10189,18536,17261,11404
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuVee,Ambition,Crown,Ruler,CoreJJ,Impact,Meteos,Jensen,Sneaky,Smoothie,12873,11384,12559,12659,9157,9481,8891,10366,8525,5735,17466,9204,18240,17146,9336,13777,5087,13316,11192,2486
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impact,Meteos,Jensen,Sneaky,Smoothie,CuVee,Ambition,Crown,Ruler,CoreJJ,12752,12352,14308,13274,8194,13997,14000,15684,17847,10425,22636,6768,13346,15512,5184,17290,4933,13897,26341,6778
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuVee,Ambition,Crown,Ruler,CoreJJ,Impact,Meteos,Jensen,Sneaky,Smoothie,15932,15307,16511,18559,13259,14794,12991,16377,13636,10243,22020,20226,25314,36467,8936,28757,24975,31815,24908,15523
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
